Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.84013939,24.32078934,24.80488014,NA,25.52660942,25.69186974,26.27189064,26.65789032,NA,28.86434937,30.32398987,31.84692001,33.84989166,35.23992157,NA,37.34516907,36.95996094,37.04040909,37.20162964,NA,NA,NA,45.34304047,45.65306091,45.35134888,45.28039932,45.82965088,NA,43.03517914,44.87197876,45.15169907,47.07345963,49.62504959,51.37184906,53.96905899,54.88293839,57.27587128,60.35649109,59.61365128,63.11619949,66.2507019,69.01283264,68.75912476,74.1415329,73.8656311,75.09179688,73.47688293,74.12949371,73.79296875,75.48119354,77.98330688,NA
India,IND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578909993,0.582499981,0.592090011,NA,0.599870026,0.603519976,0.607659996,0.600009978,NA,0.610979974,0.618969977,0.61589998,0.640160024,0.627759993,NA,0.657949984,0.668169975,0.677860022,0.67543,NA,NA,NA,0.740249991,0.753220022,0.754369974,0.762629986,0.775860012,NA,0.79697001,0.802240014,0.809880018,0.830370009,0.915700018,NA,NA,NA,0.942560017,0.967050016,0.989970028,0.989049971,0.998529971,1.003399968,1.035693049,1.032517552,1.03027153,1.030451775,1.084020019,1.015334487,1.019774318,1.007327437,0.99164027,NA
India,IND,Forest area (sq. km),AG.LND.FRST.K2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639380,643033,646686,650339,653992,657645,661298,664951,668604,672257,675910,677815,679720,681625,683530,685435,687340,689245,691150,693055,694960,697624,700288,702952,705616,708280,710944,713608,716272,718936,721600,NA,NA
India,IND,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.479305985,3.479306895,3.479306895,3.479306571,3.479306571,4.395609044,4.395609044
India,IND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.27939142,27.08644537,27.89349931,28.70055325,29.50760719,30.31466113,31.12171508,31.92876902,32.73582296,33.5428769,34.34993084,34.395574,34.44121715,34.4868603,34.53250346,34.57814661,35.34162863,36.10511065,36.86859267,37.63207469,38.39555671,39.15903873,39.92251037,40.68599585,41.44948479,42.2129668,43.25445989,44.29595297,45.33744606,43.23926003,43.49583333,43.75240664,44.00897994,44.26555325,44.52212656,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,NA,NA
India,IND,Urban population growth (annual %),SP.URB.GROW,NA,2.905441752,3.337904841,3.330304996,3.32822791,3.251894321,3.168741786,3.145867383,3.180884213,3.210153721,3.217261313,3.379256528,3.864696442,3.871751667,3.881523678,3.849908602,3.813400423,3.805594882,3.802880005,3.806189059,3.840865091,3.647515574,3.238207973,3.235004534,3.23792528,3.218222235,3.203949848,3.17436058,3.146482897,3.130152469,3.092929503,3.002043136,2.87029913,2.841324866,2.811885018,2.776692245,2.737602928,2.702997788,2.66886959,2.628230166,2.598675553,2.711573919,2.937708255,2.878886128,2.82462859,2.746251941,2.660297138,2.599633138,2.552873022,2.512308892,2.49274629,2.474032431,2.470338202,2.457264391,2.423844627,2.394052977,2.413097263,2.407475136,2.359169975,2.315801985,2.263634557,2.125468465,2.024671217
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.3479823,266.5058047,268.0001402,272.3023465,275.7213509,280.5265006,282.2605319,279.8974845,286.2700006,287.0362736,294.7783662,299.3389674,302.1546474,307.6466998,316.5600011,320.5043637,325.4578276,335.7559583,344.037189,351.2121381,358.3040361,363.7716254,364.92868,371.3593888,384.9494693,389.063748,396.8091963,398.7357669,413.9886369,416.0832875,414.4834306,419.3542748,422.0570988,437.1330757,447.0279363,463.3997779,482.4564401,499.0387996,541.9943768,558.7865616,574.6241119,595.0623412,600.9660369,630.9008678,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647451316,0.683086373,0.69007405,0.703136167,0.725622135,0.76518964,0.787231756,0.817360076,0.818720963,0.866242339,0.885077949,0.883746998,0.897242649,0.905456602,0.955470157,0.984261473,1.036533922,1.123599482,1.180361247,1.278873603,1.338033835,1.396878498,1.498204123,1.5276744,1.642465277,1.631323487,1.639914019,1.704926721,1.795595299,1.752534366,1.576093232,NA,NA
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.40715802,100.0037793,100.4063893,103.8358548,114.4815194,124.1584755,126.3968338,136.1689781,136.0898643,142.1397322,152.4150364,158.7655619,166.4877721,184.2481223,194.5562834,209.0442303,221.291445,241.1021277,258.0419364,272.9466472,291.6625282,305.0131285,320.9149714,341.3540525,358.6295603,359.4810859,374.9474116,385.1269668,391.1196337,392.5101757,392.3609036,408.7769006,428.2132845,448.9720155,465.1766773,506.2225086,538.7865959,558.4267535,595.6056558,637.1258442,692.779357,718.2959462,758.1106752,797.349232,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883847,39232435753,42161481825,48421923421,56480289896,59554854576,45865462034,50134942161,53085455825,58447994967,62422483001,67351407965,71463193831,85515269585,99525899116,98472796457,1.03E+11,1.21E+11,1.37E+11,1.53E+11,1.86E+11,1.93E+11,2.01E+11,2.18E+11,2.12E+11,2.33E+11,2.49E+11,2.79E+11,2.97E+11,2.96E+11,3.21E+11,2.70E+11,2.88E+11,2.79E+11,3.27E+11,3.60E+11,3.93E+11,4.16E+11,4.21E+11,4.59E+11,4.68E+11,4.85E+11,5.15E+11,6.08E+11,7.09E+11,8.20E+11,9.40E+11,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.70E+12,2.84E+12,2.67E+12,3.15E+12,3.39E+12
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,3.722742533,2.931127735,5.994353262,7.452950123,-2.63577011,-0.05532877,7.825963031,3.387929176,6.539700299,5.157229737,1.642930375,-0.553301305,3.295521135,1.185336255,9.149912016,1.663103638,7.254764588,5.712532089,-5.238182704,6.735821529,6.006203626,3.47573324,7.288892903,3.820737856,5.254299223,4.776564168,3.965355635,9.627782916,5.947343332,5.533454561,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381476,7.922936613,7.923430621,8.060732573,7.660815065,3.08669806,7.861888833,8.497584702,5.241315001,5.456388753,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.453851345,3.871436941,-5.83105322,9.050277908,7.002951544
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,NA,2.145427647,4.405616729,8.353623887,8.551676965,8.300369408,13.27070656,8.61620471,2.415383585,3.343364338,1.562243483,5.32484106,10.83960269,17.82971565,16.66751573,-1.648681551,5.981859341,5.637229338,2.46028232,15.72804321,11.50832081,10.82758198,8.095863101,8.552859602,7.923232848,7.193785445,6.789400454,9.327893306,8.232515369,8.436808869,10.66830385,13.75181894,8.96515236,9.861782853,9.980044775,9.06270222,7.575018288,6.476271263,8.010167523,3.068395521,3.644970161,3.215616017,3.715683777,3.867798086,5.725413227,5.621903263,8.400938217,6.944418254,9.193969626,7.040365435,10.52603086,8.733580144,7.93438627,6.186503979,3.331756917,2.279588108,3.237974951,3.969257934,3.884240272,2.405517161,4.746548933,8.538525481,8.318211292
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,41.74133512,41.0924822,39.0659688,39.82535168,41.34371671,39.38469726,40.35165124,42.75155802,42.08602738,41.58492358,40.28961346,38.63339119,38.6268263,41.60382462,38.8780587,35.99691484,34.31203671,35.77714426,34.27396271,32.82553002,34.40886781,33.29769742,32.32674969,32.60653488,31.38053041,29.71813836,28.64114627,27.9723784,28.76982237,27.8396058,27.58488814,27.66270541,26.89691945,27.05455877,26.51993757,24.45754779,25.19930606,24.24867451,24.18045155,22.97256189,21.61106205,21.61888489,19.53454327,19.59199798,17.81469065,17.62020695,16.80944209,16.75011976,16.79094236,16.74427016,17.02650901,17.19197356,16.84537706,17.14842354,16.79193451,16.17450811,16.36380056,16.5583314,16.03163069,16.7555683,18.63553127,17.32626325,16.61835277
India,IND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.83434345,21.43484397,22.05260014,21.87947583,20.95528854,21.65510507,21.38661717,20.08944288,20.62711566,21.41748463,21.72930929,22.39200791,22.40800259,21.34823029,22.6756934,23.20125208,24.48052342,24.40026254,25.32441961,25.99220623,25.3362459,26.10291921,26.14980479,26.29884329,26.73913865,26.62907122,26.73083582,26.69923652,26.71158382,27.55099348,27.4536955,26.44172018,26.79274327,26.78155428,27.62820125,28.59980942,27.91227037,27.83703076,27.30303785,26.51929335,27.32582838,26.48777734,27.66065416,27.47410712,29.21910631,29.53376419,30.92723994,30.90323825,31.13671924,31.12137211,30.72507823,30.16167976,29.39852769,28.40489956,27.6564012,27.34739148,26.61899994,26.50001665,26.4120919,24.59147531,25.02025424,26.07134929,25.62080669
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.463156456,4.30358619,4.168975283,4.280503385,3.725551173,3.307472781,4.14255066,4.034444995,4.038771006,3.71384282,3.782825062,3.667205217,4.027489262,4.208763192,4.831321003,5.647062158,6.686512862,6.383171814,6.314825235,6.749638157,6.139551132,5.936026627,5.983299849,5.837629424,6.283401393,5.254554996,5.19622166,5.604580884,6.035219755,7.016130278,7.053350234,8.494240771,8.842926925,9.834217455,9.888084916,10.84396803,10.38516927,10.69071732,11.01846918,11.45206461,12.99723631,12.55837963,14.26438392,14.94791386,17.85912496,19.60524669,21.26794142,20.79969975,24.09735726,20.40051937,22.40093325,24.54041132,24.53443066,25.4308613,22.96796301,19.81318916,19.15823491,18.79176484,19.9278286,18.6642649,18.70524736,21.5143886,22.44943776
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,6.833676657,5.957576405,6.031814896,5.906834458,5.684997747,5.211561589,6.671686852,5.946617673,4.94297347,4.030933823,3.878944276,4.002401341,3.708910336,4.723332826,6.02056925,6.646916056,6.114690211,6.264929324,6.588186608,8.169166374,9.245025716,8.571238135,8.142627901,7.852964463,7.725974551,7.645481198,7.023050239,6.980233152,7.455230361,8.152001813,8.452911276,8.493485781,9.590172117,9.817322332,10.19005946,12.02348067,11.5443186,11.92866955,12.6810009,13.36353343,13.9036866,13.43487512,15.24427901,15.64452227,19.6446891,22.39642292,24.45653908,24.88656893,29.27086318,25.87235027,26.85427325,31.08346869,31.25929106,28.41327065,25.95422274,22.10972471,20.9242508,21.95073212,23.68914073,21.24113863,19.098878,24.1532946,26.92365629
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.93133529,19.26214583,18.10757077,18.99545711,19.52982849,20.05722299,18.35801382,18.19754447,17.74224975,17.64009524,18.21143873,19.20361574,19.54843194,18.70075865,22.51151757,19.54510626,19.41927196,21.09561255,22.65072075,23.59537674,19.55500345,25.56013763,25.13419431,21.03957212,23.2914173,26.4460769,26.06568394,25.82713131,26.28263499,26.86103691,27.3361977,25.14050528,27.44020416,22.71641051,26.31016655,29.15233715,22.75925318,25.69273291,24.97536994,30.95808797,25.67731668,29.90788898,30.25130012,30.83969994,35.0964917,37.42826402,38.99850637,41.95079823,38.42241965,39.25679176,39.78562417,39.59042144,38.34741567,34.02320208,34.26780562,32.11673014,30.17269167,30.98217576,32.34321821,30.09619757,28.75229851,31.22549825,31.15816598
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.422020804,10.65689349,11.05523791,10.80044207,11.37733587,11.5213248,10.82598223,11.14104685,11.48433424,11.17853385,11.58777224,12.5271459,13.05792945,13.06759116,12.84787028,13.54369186,12.42594274,12.88496024,12.8183817,11.47555585,11.89232782,12.16407659,12.23824527,11.96011988,10.99037005,11.7032891,11.70342888,11.04005086,11.59413471,11.85312184,12.08292197,12.33509425,13.31678983,14.43959578,12.7597308,11.42028859,13.18359654,11.49599601,12.59987277,12.60899341,11.55062064,12.41520954,12.85101699,12.7267619,13.18853295,NA,NA,NA,NA
India,IND,Time required to start a business (days),IC.REG.DURS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,35,30,28.5,29.8,16.5,17.5,NA,NA,NA
India,IND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.181120885,9.024502908,9.181837991,8.597094206,9.30227453,9.689048923,9.026071739,9.213690315,9.269121352,9.268497406,9.306539864,10.07541854,10.42730886,10.40830997,10.35673801,10.46834451,9.993591396,10.17092242,9.805228442,8.53523362,8.981772016,9.226824691,9.231468691,9.008577732,8.113143511,8.638300028,8.810143496,8.079454445,8.676273931,9.108084322,9.570817081,10.08093153,11.12933705,12.10834699,10.97717215,9.809725406,10.38803979,10.1773872,10.83677172,11.00162569,9.984654191,10.56970905,11.14773842,11.38744398,12.01742775,NA,NA,NA,NA
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.004012346,2.074359721,2.745400433,4.025306026,3.81923698,3.871414914,3.572370646,3.223923721,3.245568585,3.140814558,3.18518304,3.652453524,3.717947461,3.158643767,3.202826324,3.534598781,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.754907666,2.52680863,2.478248209,2.631462141,3.129387179,2.889461328,2.704483558,2.618167619,2.548825679,2.543982503,2.457450601,2.543151188,2.531462588,2.433922067,2.519120764,2.88463275,2.657790031,NA
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56530523,7.72334081,7.868565007,7.699918013,8.86996678,9.217166203,8.021878855,7.660357231,7.360672823,9.040355719,10.22349936,11.0322568,10.21221554,NA
India,IND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,9.816395901,9.359602404,8.929951788,8.473434573,8.110794064,7.598037191,11.76048329,8.748389468,8.158543489,6.924104073,6.648245633,6.621984803,6.536231799,7.165971679,9.10516768,10.90250342,10.91735744,10.72134302,10.58701292,11.52546532,12.58551272,12.25532674,12.02895837,10.63354297,11.65312741,10.78139937,9.968432199,10.02495814,10.90260465,12.3026438,12.94445948,14.13337468,14.99159982,15.88281123,15.84750058,18.13496559,18.08286273,18.3808515,18.13617202,18.01271192,20.04761207,19.31295403,20.53975634,21.6424477,24.87828661,29.55770843,31.92925739,31.19237534,43.02794961,31.4564997,34.41028082,42.09244013,43.03489974,42.02272673,38.52649708,31.47393362,27.28742586,28.25469628,31.04934689,28.57939117,24.31550835,30.74360851,34.76507393
India,IND,Net migration,SM.POP.NETM,52264,114181,110398,48986,5837,19077,-144807,-124336,-184326,-171683,-45792,-220417,-60291,-62763,-168162,-225989,-436104,-31092,-13841,68198,202323,23662,-26106,46174,-57788,-112781,-258917,-232178,-103742,-13987,108465,-158007,8198,2440,110095,-57139,-26079,1240,-28485,-106592,-149966,-177306,-208070,-255516,-214351,-550186,-678231,-769184,-846785,-803437,-380087,-244114,-180991,-236387,-310694,-475094,68119,-219656,-561563,-593495,-34772,-301970,NA
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,49.81130981,51.40877533,53.00352097,54.59486389,56.18213272,60.1,60.29283905,62.00543976,62.3,65.41201019,64.4,68.8404541,67.9,72.3407135,74.11849213,75,76.3,79.51678467,79.9,83.13139343,85.13391113,88,89.58630371,91.79415894,95.7,95.88594055,96.5,99.57252502,NA
India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58033844,37.11600572,38.92818073,40.74674064,42.57280058,44.40686797,48.29339736,49.15821236,51.20718008,51.25293456,55.23613933,53.44492202,59.32903638,57.32030074,63.53877966,65.68992216,65.70223588,68.37382365,72.30387195,72.40401075,76.81554905,79.39389293,83.36793211,85.30486711,88.28230415,93.94614219,93.84525455,95.15821987,99.33834573,NA
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,85.20610046,85.8353653,86.45200348,87.05283356,87.63471222,91.3,89.40336609,89.88566589,90.36589813,90.85097504,91.34783173,91.86338806,93.1,92.97077942,93.55664825,96.1,94,95.36600494,96.1,96.55071259,97.11875153,97.5,98.20775604,98.73425293,99.1,99.76509094,99,100,NA
India,IND,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.615840313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.04195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.12007,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.85499,83.79816,83.6246,88.46232,NA,NA,NA,96.78945,96.84171,95.53715,96.12032,95.71761,96.98764,97.73768,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.57641,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.07076,77.7552,78.12586,87.68983,NA,NA,NA,96.57433,97.99402,97.21073,97.48202,97.42634,97.91645,98.56772,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6392538,109.2504485,113.3356668,132.5936143,149.9177835,142.7284602,145.2853148,167.3394587,185.5489352,201.6718468,242.773794,243.7458083,243.9106905,260.5176496,246.6915537,261.9440092,276.9775571,301.7407373,313.1047653,304.7353511,322.009524,263.302702,275.6848623,262.7133086,303.7375091,327.6131585,351.5205421,364.3939403,365.1559233,388.8733563,385.6582543,393.6458356,410.6459432,477.2605421,544.9182988,617.4590917,695.8979608,885.6450269,845.8995702,949.80562,1165.618829,1250.350294,1239.280359,1238.464579,1355.521805,1391.459386,1489.519961,1714.153559,1721.43383,1812.822611,1662.94203,NA,NA
